ec_num	uniprot_id	opt	species	references	comments	opt_mean
3.2.1.98	P19571	8.8	Bacillus sp. (in: Bacteria)	15518553,16452622	None	8.8
5.4.3.6	B8ZV93	8.8	Myxococcus fulvus Mx f65	14580219,19222035	#5,6,7# activity assay <6>	8.8
3.1.3.18	Q948T5	8.9-9.0	Chlamydomonas reinhardtii	11581250	None	8.95
6.3.2.2	A6VQP8	9.0	Actinobacillus succinogenes	26996628	None	9.0
4.3.1.19	Q9AXU4	9.0	Nicotiana attenuata	5423384,17085687	#32# in absence of AMP <14>; #54# activity assay <60>	9.0
6.3.2.1	Q9FKB3	9.0	Arabidopsis thaliana	17040917,17932772	#2,3# synthesis of pantothenate <20>	9.0
4.3.1.24	B9VU66	8.5-9.5	Lycoris radiata	29894786	None	9.0
6.4.1.4	Q9I299	9.0	Pseudomonas aeruginosa	22805839	#27# recombinant enzyme <47>	9.0
5.1.1.1	Q9S5V6	8.0-10.0	Peribacillus psychrosaccharolyticus	10080917,11676496	None	9.0
5.3.1.4	Q93UQ5	9.0	Acinetobacter sp.	19151970	#48# activity assay <42>	9.0
4.4.1.1	B6K8Y1	9.0	Toxoplasma gondii	2821351,6432781,30036991	#22# alpha,gamma-elimination of L-cystathionine and L-homoserine <2>	9.0
6.2.1.27	Q9AJS8	9.0	Thauera aromatica	11208796	#7# or above. At a pH of above 9 the coupled spectrophotometric assay becomes limited due to instability of the substrates <7>	9.0
4.4.1.9	I1L6I6	9.0	Glycine max	17175447,22739827	#33# activity in borate buffer <34>	9.0
5.1.1.1	Q932V0	8.0-10.0	Shigella dysenteriae	10080917,11676496	None	9.0
6.4.1.4	Q9I297	9.0	Pseudomonas aeruginosa	22805839	#27# recombinant enzyme <47>	9.0
5.1.1.18	Q7XSN8	9.0	Oryza sativa	20106978,19249065,19200045	#2# about, elimination and racemization activities <54>	9.0
5.1.1.18	Q9GZT4	9.0	Homo sapiens	20106978,19249065,19200045	#2# about, elimination and racemization activities <54>	9.0
5.1.1.1	O59828	9.0	Schizosaccharomyces pombe	3921052,11026672,11244061,16707184,22806802,26543773	#48# D-Ala as substrate <44>; #47# L-Ala as substrate <40>	9.0
6.3.2.4	Q5SHZ3	9.0	Thermus thermophilus	18320587,27585794	#24# above <43>	9.0
6.3.2.4	Q2N4T5	9.0	Helicobacter pylori	18320587,27585794	#24# above <43>	9.0
6.3.4.19	P52097	8.5-9.5	Escherichia coli	19233850	None	9.0
4.3.1.24	C0HJ40	9.0	Zea mays	9509410,18193835,20354908,20064614,21035152,22235485,25947617	#19# reverse reaction <63,144>; #145# recombinant enzyme expressed in Pichi pastoris <121>	9.0
4.3.1.25	D5KS97	9.0	Bambusa oldhamii	21035152	None	9.0
4.4.1.28	J9WJN8	9.0	Brassica napus	23180220	None	9.0
6.3.2.30	M9UYB0	9.0	uncultured bacterium	18679674,23579730	#20# recombinant enzyme <25>	9.0
4.4.1.15	C5AQP6	9.0	Methylorubrum extorquens	3908101,29520528	#1# alpha,beta-elimination <3>	9.0
6.3.2.3	D4N892	9.0	Actinobacillus pleuropneumoniae	26996628	None	9.0
4.98.1.1	P54225	9.0	Synechocystis sp.	23390541	None	9.0
4.4.1.16	Q9JLI6	9.0	Mus musculus	6461656,10692412	None	9.0
5.3.1.6	Q4CQE2	8.0-10.0	Trypanosoma cruzi	16981853	#28# broad <39>	9.0
7.6.2.9	Q0PCR9	9.0	Aphanothece halophytica	16957224	#7# for betaine uptake in Aphanothece halophytica cells <16>	9.0
3.1.1.32	A9X3M0	9.0	Serratia sp. xJF1	6113009,8554524,3119595,22578870	None	9.0
1.4.1.9	B1YLR3	9.0	Exiguobacterium sibiricum	8020469,32296684,30275355	#17# reductive amination of 3-methyl-2-oxobutanoate <28>; #16# amination of 4-methyl-2-oxopentanoate <49>; #17# with cyclopropylglyoxylic acid as substrate, recombinant enzyme <50>	9.0
3.1.1.4	P47712	9.0	Homo sapiens	1910288,3119595,17826099,24035779	#7# substrate: phosphatidylethanolamine, with DTT <32>; #20# substrate: 1-palmitoyl-2-arachidonoylphosphatidylcholine <36>; #59# optimum around pH 9 <294>	9.0
1.4.1.9	A0A385GJJ6	9.0	Pseudoalteromonas sp. ANT 178	8020469,32296684,30275355	#17# reductive amination of 3-methyl-2-oxobutanoate <28>; #16# amination of 4-methyl-2-oxopentanoate <49>; #17# with cyclopropylglyoxylic acid as substrate, recombinant enzyme <50>	9.0
3.1.1.4	O96100	9.0	Patiria pectinifera	1910288,3119595,17826099,24035779	#7# substrate: phosphatidylethanolamine, with DTT <32>; #20# substrate: 1-palmitoyl-2-arachidonoylphosphatidylcholine <36>; #59# optimum around pH 9 <294>	9.0
3.1.1.43	A0A2Z6IAJ2	9.0	Stenotrophomonas maltophilia	29556427	None	9.0
3.1.1.3	Q9F0Q9	9.0	Staphylococcus xylosus	2833225,12444965,11337984,12651113,15711795,16154275,17212975,16580184,18051271,16450840,18571355,18052929,19107605,20574813,25919623,20586067,21678056,20387014,21267783,25959497	#23# lipid-body enzyme <16>; #105# BTID-A <72>; #93# with substrate triolein, 60°C <95>; #21# extracellular isozyme 2 <196>; #71# enzyme fraction purified by ammonium sulfate precipitation <236>; #166# recombinant mature lipase <261>; #85# isoform FGL1 shows a strong relative lipase activity at pH 9.0 of 84.4% <304>	9.0
3.1.1.7	P22303	9.0	Homo sapiens	7794533	#99# recombinant SUMO-His6-tagged enzyme <389>	9.0
3.1.1.73	F9ECN6	9.0	Actinomyces sp. oral taxon 448	10747226,26497017	#5# purified FAE-1 <89>	9.0
3.1.1.74	Q5AVY9	9.0	Aspergillus nidulans	28124733	None	9.0
3.1.1.75	A0A8W8	9.0	Priestia megaterium	9406404,7646009,15489436,17064368	None	9.0
1.4.1.4	A3MWK6	9.0	Pyrobaculum calidifontis	99144,10601858,7765894,4126,235298,18294195,1765079,23508687	#2,4,12,24,26# oxidative deamination <3,21,32,40,47,48>; #61# reductive amination at 20°C <10>; #2# for oxidative deamination <72>; #99# reductive deamination <90>	9.0
3.1.1.79	Q0GMU2	9.0	uncultured bacterium	19116143,28710671	None	9.0
3.1.1.79	Q9KAN9	9.0	Alkalihalobacillus halodurans	19116143,28710671	None	9.0
3.1.1.84	Q9L9D7	9.0	Rhodococcus sp.	12369817	None	9.0
3.1.1.72	O59869	9.0	Orpinomyces sp.	10473406	None	9.0
3.1.1.3	A9QXC9	9.0	Burkholderia cepacia	2833225,12444965,11337984,12651113,15711795,16154275,17212975,16580184,18051271,16450840,18571355,18052929,19107605,20574813,25919623,20586067,21678056,20387014,21267783,25959497	#23# lipid-body enzyme <16>; #105# BTID-A <72>; #93# with substrate triolein, 60°C <95>; #21# extracellular isozyme 2 <196>; #71# enzyme fraction purified by ammonium sulfate precipitation <236>; #166# recombinant mature lipase <261>; #85# isoform FGL1 shows a strong relative lipase activity at pH 9.0 of 84.4% <304>	9.0
3.1.1.3	Q5MAI6	9.0	Burkholderia multivorans	2833225,12444965,11337984,12651113,15711795,16154275,17212975,16580184,18051271,16450840,18571355,18052929,19107605,20574813,25919623,20586067,21678056,20387014,21267783,25959497	#23# lipid-body enzyme <16>; #105# BTID-A <72>; #93# with substrate triolein, 60°C <95>; #21# extracellular isozyme 2 <196>; #71# enzyme fraction purified by ammonium sulfate precipitation <236>; #166# recombinant mature lipase <261>; #85# isoform FGL1 shows a strong relative lipase activity at pH 9.0 of 84.4% <304>	9.0
3.1.1.3	A0A0F7KL65	9.0	Malbranchea cinnamomea	2833225,12444965,11337984,12651113,15711795,16154275,17212975,16580184,18051271,16450840,18571355,18052929,19107605,20574813,25919623,20586067,21678056,20387014,21267783,25959497	#23# lipid-body enzyme <16>; #105# BTID-A <72>; #93# with substrate triolein, 60°C <95>; #21# extracellular isozyme 2 <196>; #71# enzyme fraction purified by ammonium sulfate precipitation <236>; #166# recombinant mature lipase <261>; #85# isoform FGL1 shows a strong relative lipase activity at pH 9.0 of 84.4% <304>	9.0
1.5.3.10	Q9AGP8	8.0-10.0	Arthrobacter globiformis	11422368	None	9.0
3.1.1.1	G7VG08	9.0	Pyrobaculum sp.	14514051,15717224,15033540,16672512,21643808,21084296,25250909,26267057	#16# Est30 <104>; #129# substrate: 4-nitrophenyl butyrate <246>; #124# the rate constants for the D524A and D524N variants increase to about pH 9 <251>	9.0
3.1.1.1	Q96Z02	9.0	Sulfurisphaera tokodaii	14514051,15717224,15033540,16672512,21643808,21084296,25250909,26267057	#16# Est30 <104>; #129# substrate: 4-nitrophenyl butyrate <246>; #124# the rate constants for the D524A and D524N variants increase to about pH 9 <251>	9.0
1.5.1.2	P32322	9.0	Homo sapiens	16730026,16600630,19027071	#7,40# activity assay <51,54>; #41# reaction rate is nearly 3fold higher than at pH 7.0 <58>	9.0
3.1.8.1	Q4J6Z8	9.0	Sulfolobus acidocaldarius	16188223,15134445,16489921,16769224,17337320,23174457,23071703,23139857,27915249,27915249	#53# recombinant enzyme <112>; #55# at 70°C <179>; #23# native OPH <93>; #12# Cd2+-containing enzyme <181>	9.0
1.4.99.2	Q6RH62	9.0	Paracoccus denitrificans	15073291	#8# optimized assay with beef heart cytochrome c as acceptor <3>	9.0
3.1.1.3	Q0JRM8	9.0	Geobacillus thermoleovorans	2833225,12444965,11337984,12651113,15711795,16154275,17212975,16580184,18051271,16450840,18571355,18052929,19107605,20574813,25919623,20586067,21678056,20387014,21267783,25959497	#23# lipid-body enzyme <16>; #105# BTID-A <72>; #93# with substrate triolein, 60°C <95>; #21# extracellular isozyme 2 <196>; #71# enzyme fraction purified by ammonium sulfate precipitation <236>; #166# recombinant mature lipase <261>; #85# isoform FGL1 shows a strong relative lipase activity at pH 9.0 of 84.4% <304>	9.0
1.4.3.5	Q1PCB0	9.0	Bombyx mori	18553334,361433,7448195,19523068	#47# recombinant enzyme <51>; #9# pyridoxamine 5-phosphate, soluble enzyme <8>; #6# in hemolysate <28>; #9# pyridoxamine 5-phosphate <34>; #9# pyridoxamine 5-phosphate, soluble and immobilized enzyme <20>	9.0
3.1.1.3	Q2KTB5	9.0	Psychrobacter sp.	2833225,12444965,11337984,12651113,15711795,16154275,17212975,16580184,18051271,16450840,18571355,18052929,19107605,20574813,25919623,20586067,21678056,20387014,21267783,25959497	#23# lipid-body enzyme <16>; #105# BTID-A <72>; #93# with substrate triolein, 60°C <95>; #21# extracellular isozyme 2 <196>; #71# enzyme fraction purified by ammonium sulfate precipitation <236>; #166# recombinant mature lipase <261>; #85# isoform FGL1 shows a strong relative lipase activity at pH 9.0 of 84.4% <304>	9.0
3.1.1.3	B6VGJ3	9.0	uncultured bacterium	2833225,12444965,11337984,12651113,15711795,16154275,17212975,16580184,18051271,16450840,18571355,18052929,19107605,20574813,25919623,20586067,21678056,20387014,21267783,25959497	#23# lipid-body enzyme <16>; #105# BTID-A <72>; #93# with substrate triolein, 60°C <95>; #21# extracellular isozyme 2 <196>; #71# enzyme fraction purified by ammonium sulfate precipitation <236>; #166# recombinant mature lipase <261>; #85# isoform FGL1 shows a strong relative lipase activity at pH 9.0 of 84.4% <304>	9.0
1.4.1.2	A5LH94	9.0	Janthinobacterium lividum	16660436,3221200,17526698,18472008,22527040	#76# deamination <117>; #60# reverse reaction <38>; #19,49,66# oxidative deamination <7,21,25>; #64# glutamate oxidation <3>; #95# in glycine-NaOH buffer at 40°C <92>	9.0
1.4.1.18	Q9AJC6	9.0	Geobacillus stearothermophilus	31420547	None	9.0
1.4.1.16	A0A1M5M5H3	9.0	Thermosyntropha lipolytica	23023754,32599299,32485072	#48# amination <27>; #11# oxidative deamination of meso-2,6-diaminopimelate <10>; #52,57# optimum for reductive amination, 50°C <36,43>	9.0
3.1.3.16	Q4A6S8	9.0	Mycoplasmopsis synoviae	25370051	None	9.0
3.1.3.25	Q94F00	9.0	Arabidopsis thaliana	25620968	None	9.0
3.1.3.7	P9WKJ1	8.5-9.5	Mycobacterium tuberculosis	18454554	None	9.0
1.2.1.11	P44801	9.0	Haemophilus influenzae	14353904,15388927,15752328,16385120,16895909,26662025	#6# L-aspartate 4-semialdehyde + PO43- <10>; #2,9# activity assay <34,36>	9.0
1.17.7.3	P62620	9.0	Escherichia coli	16268586	None	9.0
1.17.3.2	P80457	9.0	Bos taurus	25089709	None	9.0
3.1.4.12	Q6UWV6	9.0	Homo sapiens	7492615,9328299,12885774,16255717,17204455,17211142,17583825,18989780,19716517	#4# jejunum <32>; #23# recombinant alk-SMase <60>; #4# hydrolysis of sphingomyelin <77>; #3,4# alk-SMase activity on sphingomyelin <77>	9.0
3.1.4.12	A6P7M9	9.0	Streptomyces griseocarneus	7492615,9328299,12885774,16255717,17204455,17211142,17583825,18989780,19716517	#4# jejunum <32>; #23# recombinant alk-SMase <60>; #4# hydrolysis of sphingomyelin <77>; #3,4# alk-SMase activity on sphingomyelin <77>	9.0
3.1.4.3	Q6UWR7	8.5-9.5	Homo sapiens	15788404	None	9.0
3.1.6.1	A0A3R5WSX8	9.0	Marinomonas sp. FW-1	4624390,236768,7612993,26286088	#12# hydrolysis of 4-nitrophenyl sulfate, alpha enzyme <4>; #2# with imidazole <5>; #19# enzyme ES-2 <25>	9.0
3.1.6.21	F2WP51	9.0	Pseudomonas sp. S9	21318560	None	9.0
3.1.8.1	Q5W503	9.0	Pseudomonas oleovorans	16188223,15134445,16489921,16769224,17337320,23174457,23071703,23139857,27915249,27915249	#53# recombinant enzyme <112>; #55# at 70°C <179>; #23# native OPH <93>; #12# Cd2+-containing enzyme <181>	9.0
3.1.8.1	P0A434	9.0	Brevundimonas diminuta	16188223,15134445,16489921,16769224,17337320,23174457,23071703,23139857,27915249,27915249	#53# recombinant enzyme <112>; #55# at 70°C <179>; #23# native OPH <93>; #12# Cd2+-containing enzyme <181>	9.0
3.1.8.1	C4KKZ9	9.0	Sulfolobus islandicus	16188223,15134445,16489921,16769224,17337320,23174457,23071703,23139857,27915249,27915249	#53# recombinant enzyme <112>; #55# at 70°C <179>; #23# native OPH <93>; #12# Cd2+-containing enzyme <181>	9.0
3.1.3.1	A8WEG4	9.0	Geobacillus thermodenitrificans	10334954,8958566,12597899,17702460,18365148,18641147,2123861,28829580,29312954	#78# approximately <106>; #21# hydrolysis of p-nitrophenyl phosphate <62>; #145# the pH-activity profile shows two maxima at approximately pH 9.0 and 10.2 <262>	9.0
1.5.3.17	P50264	9.0	Saccharomyces cerevisiae	22642831,23034052,26367330	#12# substrate N1-acetylspermine <12,13>; #14,15# substrate: spermidine <19>	9.0
3.1.3.1	A1YYW7	9.0	Sphingomonas sp. BSAR-1	10334954,8958566,12597899,17702460,18365148,18641147,2123861,28829580,29312954	#78# approximately <106>; #21# hydrolysis of p-nitrophenyl phosphate <62>; #145# the pH-activity profile shows two maxima at approximately pH 9.0 and 10.2 <262>	9.0
1.2.1.11	P9WNX5	9.0	Mycobacterium tuberculosis	14353904,15388927,15752328,16385120,16895909,26662025	#6# L-aspartate 4-semialdehyde + PO43- <10>; #2,9# activity assay <34,36>	9.0
1.4.1.1	Q9AIK2	9.0	Bilophila wadsworthia	3446176,4201692,486498,488097,849265,11041346,11453464,7705101,22210765,32534087,31851994	#11,12# both directions <37,39,64>; #9,11,13,85# reductive amination <17,33,38,109>; #1,76# reductive amination of pyruvate <46,49>; #15# ALD activity <90>; #87# amination reaction, recombinant enzyme <106>	9.0
1.4.1.1	Q9S227	9.0	Streptomyces coelicolor	3446176,4201692,486498,488097,849265,11041346,11453464,7705101,22210765,32534087,31851994	#11,12# both directions <37,39,64>; #9,11,13,85# reductive amination <17,33,38,109>; #1,76# reductive amination of pyruvate <46,49>; #15# ALD activity <90>; #87# amination reaction, recombinant enzyme <106>	9.0
3.1.26.4	Q9YET5	9.0	Aeropyrum pernix	718683,447617,11239088,20875084,22366566,22686566	#7,20# Mg2+-dependent enzyme <25,30>	9.0
3.1.26.4	Q9X122	9.0	Thermotoga maritima	718683,447617,11239088,20875084,22366566,22686566	#7,20# Mg2+-dependent enzyme <25,30>	9.0
3.1.26.4	O67644	9.0	Aquifex aeolicus	718683,447617,11239088,20875084,22366566,22686566	#7,20# Mg2+-dependent enzyme <25,30>	9.0
1.21.3.3	P30986	9.0	Eschscholzia californica	17573342,19570558	#10# activity assay <19>	9.0
1.2.7.6	Q8U3K2	9.0	Pyrococcus furiosus	31589889	#5# at pH 9, the substrate is a divalent anion <13>	9.0
1.2.7.1	P94692	9.0	Desulfocurvibacter africanus	31276306	None	9.0
1.2.3.1	P80456	9.0	Oryctolagus cuniculus	2994572,4698232,23292903,30286706	#49# phosphate buffer with no added organic solvent shows the highest aldehyde oxidase activity <119>	9.0
1.2.1.81	Q0K845	9.0	Cupriavidus necator	20693281	None	9.0
1.2.1.78	Q79EM7	9.0	Nocardioides sp.	9335300	None	9.0
1.2.1.39	V4GH04	8.0-10.0	Pseudomonas putida	28153386	None	9.0
1.2.1.22	Q58806	9.0	Methanocaldococcus jannaschii	16585745	None	9.0
1.2.1.12	Q8T6B1	9.0	Plasmodium falciparum	26341815,28625912	#144# recombinant enzyme <257>	9.0
1.2.1.11	P0A9Q9	9.0	Escherichia coli	14353904,15388927,15752328,16385120,16895909,26662025	#6# L-aspartate 4-semialdehyde + PO43- <10>; #2,9# activity assay <34,36>	9.0
2.4.2.1	P77835	7.0-11.0	Geobacillus stearothermophilus	31689547	None	9.0
3.1.1.1	Q3HWU8	8.0-10.0	Pseudomonas putida	16321951	None	9.0
2.8.2.38	Q9C9C9	9.0	Arabidopsis thaliana	19077143	None	9.0
2.6.1.96	Q94CE5	9.0	Arabidopsis thaliana	19264755,19470656	#7# pyruvate-dependent forward reaction <2>	9.0
2.6.1.21	P19938	9.0	Bacillus sp. (in: Bacteria)	31990173	#12# 80% activity at pH 9 <17>	9.0
2.6.1.42	Q5FTR3	9.0	Gluconobacter oxydans	2853816,29523060,29453991	#5,17# isoenzyme I <24>; #72,73,74# (R)-transamination with (R)-phenylethylamine <118>	9.0
3.4.19.13	A7Z5E0	9.0	Bacillus velezensis	25218521,28365292,28120195	#21# comparable activities at both pH 9.0 and pH 10.0. A similar pattern is observed for R109S. Mutant enzyme R109K shows a sharp pH-optimum at pH 9.0 <30>	9.0
2.6.1.52	Q59196	9.0	Niallia circulans	15608117,16532449	#13# narrow optimum <16>; #15# phosphoserine synthesis <20>	9.0
2.6.1.57	H7CE71	9.0	Rosa hybrid cultivar	22236980	None	9.0
2.3.2.2	A0A5C8IYM0	9.0	Bacillus amyloliquefaciens	6113845,32176,2870692,15721943,17094029,24719567,28365292,29887013,28414108,29162462,27246377,27259644,31747270,28120195	#10# broad <27>; #68# recombinant enzyme <231>; #11# transferase activity <25>; #27# hydrolysis <88>; #62# free and immobilized enzymes <229>; #29# above, transpeptidation <52>; #10# without acceptor <27>; #37# hydrolase reaction, isoform II <55>; #67# optimal pH for gamma-Glu-Phe synthesis <216>	9.0
2.3.2.2	A0A415J2H1	9.0	Bacillus licheniformis	6113845,32176,2870692,15721943,17094029,24719567,28365292,29887013,28414108,29162462,27246377,27259644,31747270,28120195	#10# broad <27>; #68# recombinant enzyme <231>; #11# transferase activity <25>; #27# hydrolysis <88>; #62# free and immobilized enzymes <229>; #29# above, transpeptidation <52>; #10# without acceptor <27>; #37# hydrolase reaction, isoform II <55>; #67# optimal pH for gamma-Glu-Phe synthesis <216>	9.0
2.6.1.7	Q8BTY1	9.0	Mus musculus	19029248,20482848	None	9.0
2.6.1.19	J9XGP8	9.0	Malus domestica	19648235,19264755,28018308	#31# for pyruvate-dependent GABA-T activity <87>	9.0
2.6.1.96	J9XGZ5	8.5-9.5	Malus domestica		None	9.0
2.4.1.81	Q65JC2	9.0	Bacillus licheniformis	30602272	None	9.0
2.4.1.270	A9BHJ0	9.0	Petrotoga mobilis	20061481	None	9.0
2.4.1.245	Q1ARU5	8.0-10.0	Rubrobacter xylanophilus	18835983	None	9.0
2.4.2.3	Q9YA34	9.0	Aeropyrum pernix	23160980	None	9.0
2.3.3.16	Q9R6Y4	9.0	Nostoc sp. PCC 7120 = FACHB-418	31887428	None	9.0
2.5.1.15	P9WND1	9.0	Mycobacterium tuberculosis	9118956,10542185,18680522,19631695	#22# according to specific activity <46>	9.0
3.4.19.13	A0A1S5V3K5	9.0	Bacillus amyloliquefaciens	25218521,28365292,28120195	#21# comparable activities at both pH 9.0 and pH 10.0. A similar pattern is observed for R109S. Mutant enzyme R109K shows a sharp pH-optimum at pH 9.0 <30>	9.0
2.5.1.18	A6MN06	9.0	Alitta succinea	17459495,24411446	#124# 50 mM TrisHCl buffer, activity of cells grown at 25% salt concentration <257>	9.0
2.5.1.44	O32323	9.0	Blastochloris viridis	26776105	None	9.0
2.5.1.47	Q5JNT6	9.0	Oryza sativa Japonica Group	15277766	None	9.0
2.5.1.65	Q79FV4	9.0	Mycobacterium tuberculosis	25022854	#5# the pH optimum for the dephosphorylation reaction is around pH 9.0, most likely because the spontaneous hydrolysis of the aminoacrylate intermediate is faster at this pH value, resulting in an increased turnover rate in the absence of the sulfur donor <11>	9.0
2.6.1.19	B1XNF8	9.0	Synechococcus sp. PCC 7002	19648235,19264755,28018308	#31# for pyruvate-dependent GABA-T activity <87>	9.0
2.6.1.19	P73133	9.0	Synechococcus sp. PCC 6803	19648235,19264755,28018308	#31# for pyruvate-dependent GABA-T activity <87>	9.0
2.6.1.7	Q71RI9	9.0	Mus musculus	19029248,20482848	None	9.0
2.6.1.19	Q0K2K2	9.0	Cupriavidus necator	19648235,19264755,28018308	#31# for pyruvate-dependent GABA-T activity <87>	9.0
2.6.1.82	P42588	9.0	Escherichia coli	12617754	#3# in Tris-HCl buffer <2>	9.0
2.6.1.96	Q84P53	9.0	Solanum lycopersicum	19264755,19470656	#7# pyruvate-dependent forward reaction <2>	9.0
2.6.1.96	Q84P52	9.0	Solanum lycopersicum	19264755,19470656	#7# pyruvate-dependent forward reaction <2>	9.0
2.6.1.96	Q84P54	9.0	Solanum lycopersicum	19264755,19470656	#7# pyruvate-dependent forward reaction <2>	9.0
2.7.4.26	Q60352	9.0	Methanocaldococcus jannaschii	16621811	None	9.0
2.1.1.77	D2IWA7	9.0	Cicer arietinum	19921250	None	9.0
2.1.1.338	B0ZB55	9.0	Humulus lupulus	18223037	None	9.0
2.7.7.27	Q82T88	9.0	Nitrosomonas europaea	22961847	None	9.0
2.7.7.38	O66914	9.0	Aquifex aeolicus	21826242	None	9.0
2.7.7.43	Q9AFG9	9.0	Streptococcus agalactiae	6084482,6253375,11577688,16369694,18716769,21228490	#29# optimal CMP-sialic acid synthetase activity <34>	9.0
2.1.1.20	P13255	9.0	Rattus norvegicus	6801046,19483083	None	9.0
2.7.7.9	A0A0W1QGK2	9.0	Sphingomonas sp. WG	31199955	None	9.0
1.8.4.12	Q78J03	9.0	Mus musculus	21989933,24114470	None	9.0
1.8.2.1	Q9LA16	9.0	Starkeya novella	19004819	None	9.0
1.7.3.3	Q9LD80	9.0	Cicer arietinum	11910495,15330267	None	9.0
2.8.2.22	Q9XDP2	9.0	Lelliottia amnigena	3460636,10600454	#2# phenolphthalein <2>	9.0
1.7.1.15	Q6WRS9	9.0	Rhodobacter capsulatus	16897035	None	9.0
2.8.2.38	Q9C9D0	9.0	Arabidopsis thaliana	19077143	None	9.0
2.8.2.38	Q9FZ80	9.0	Arabidopsis thaliana	19077143	None	9.0
2.7.4.1	Q5LU04	9.0	Ruegeria pomeroyi	21381755,24930102,32885332	None	9.0
2.7.3.4	G5ADV1	9.0	Phytophthora sojae	14068521,23978736	#1# reaction with taurocyamine <3>	9.0
2.7.1.1	A0A172WCE4	9.0	Eimeria tenella	6639059,27150971	#28# optimal activity at pH 6.5 and 9.0 at 37°C <15>; #8# hexokinase type II <38>; #37# isozyme HKII <85>	9.0
2.7.1.16	U5JE22	9.0	Anoxybacillus kestanbolensis		None	9.0
2.3.2.2	Q62WE3	9.0	Bacillus licheniformis	6113845,32176,2870692,15721943,17094029,24719567,28365292,29887013,28414108,29162462,27246377,27259644,31747270,28120195	#10# broad <27>; #68# recombinant enzyme <231>; #11# transferase activity <25>; #27# hydrolysis <88>; #62# free and immobilized enzymes <229>; #29# above, transpeptidation <52>; #10# without acceptor <27>; #37# hydrolase reaction, isoform II <55>; #67# optimal pH for gamma-Glu-Phe synthesis <216>	9.0
2.3.1.8	B2RK03	9.0	Porphyromonas gingivalis	31007866	None	9.0
2.3.1.178	A0A385TZ63	8.5-9.5	Paenibacillus lautus	31969391	None	9.0
4.3.1.16	A4F2N8	9.0	Pseudomonas sp. T62	19193709	None	9.0
2.7.1.20	A5U4N0	9.0	Mycobacterium tuberculosis	14594827	#51# about <49>	9.0
2.7.1.32	A4IB50	9.0	Leishmania infantum	28754315	#25# 2 optima: pH 8.0 and pH 9.0, cytosolic enzyme <14>	9.0
2.7.1.4	G4T023	9.0	Methylotuvimicrobium alcaliphilum	22809156	None	9.0
2.7.1.6	A0A085HKM4	9.0	Leminorella grimontii	29193544	None	9.0
2.3.1.135	O95237	9.0	Homo sapiens	15147196	#7# about <21>	9.0
2.2.1.2	Q9WYD1	9.0	Thermotoga maritima	21947648	#39# in glycine-NaOH buffer <44>	9.0
2.1.2.1	I7H6W6	9.0	Aphanothece halophytica	17142057,22587350	#58# enzyme retains more than 50% activity at pH 9.0 <72>	9.0
2.7.2.3	A0A061J5A1	9.0	Trypanosoma rangeli	29526574	None	9.0
2.7.3.3	A0A0A7CK57	8.5-9.5	Daphnia magna	32863281	None	9.0
1.2.3.1	Q17209	9.0	Bombyx mori	2994572,4698232,23292903,30286706	#49# phosphate buffer with no added organic solvent shows the highest aldehyde oxidase activity <119>	9.0
2.4.2.1	A3F8V1	8.0-10.0	Pseudoalteromonas sp.	18299797	None	9.0
1.15.1.1	Q9Y8D9	7.0-11.0	Aspergillus fumigatus	10655345,8757871	#125# native and recombinant Cu,Zn-SOD, activity is pH-independent <84>	9.0
3.5.5.1	P32961	9.0	Arabidopsis thaliana	19040702,21938420	#4# best in Na2HPO4/KH2PO4 buffer compared to Na2CO3/NaHCO3 buffer <78>	9.0
3.6.1.1	C4RA40	9.0	Mycoplasma suis	10898947,16829218,19747093,20646294,21450519	#53# in the presence of MgCl <4>; #49# isoform 1, 6 mM MgCl2, 1mM diphosphate <55>; #43# in the presence of 5 mM Mg2+ <112>	9.0
3.6.1.1	P95765	9.0	Streptococcus gordonii	10898947,16829218,19747093,20646294,21450519	#53# in the presence of MgCl <4>; #49# isoform 1, 6 mM MgCl2, 1mM diphosphate <55>; #43# in the presence of 5 mM Mg2+ <112>	9.0
3.6.1.13	Q84CU3	9.0	Thermus thermophilus	7819284,10722730,18039767	#5# ADPRibase-Mn <10>; #1# activity with ADP-mannose or ADP-ribose <19>	9.0
3.5.4.31	Q58936	9.0	Methanocaldococcus jannaschii	24375099	None	9.0
1.1.1.244	I3DTM5	9.0	Bacillus methanolicus	24928437	None	9.0
1.1.1.244	I3E2P9	9.0	Bacillus methanolicus	24928437	None	9.0
3.6.1.15	Q9RXX6	9.0	Deinococcus radiodurans	18512963	#51# hydrolysis of CDP <34>	9.0
3.5.2.2	S5MPT0	9.0	Pseudomonas fluorescens	3101721,26821258	#35# immobilized enzyme <76>; #94# recombinant enzyme <96>; #17# dihydrouracil as substrate <7>; #93# immobilized recombinant enzyme <92>	9.0
1.1.1.3	Q5AIA2	9.0	Candida albicans	4781056,27089825,33046675	#35# L-HSE oxidation in the presence of 0.4 M NaCl <48>	9.0
1.1.1.3	P19582	9.0	Bacillus subtilis	4781056,27089825,33046675	#35# L-HSE oxidation in the presence of 0.4 M NaCl <48>	9.0
1.1.1.25	Q6PUG0	9.0	Nicotiana tabacum	17463052,20377227,23306642,25524738,27241494,26243542,33346890,28633311	#56# oxidation of shikimate <41>; #65,66,67# shikimate and quinate oxidation <64>	9.0
