uniprot_id,reaction_type,fit_mean,fit_std,num_act,max_min_diff,enzyme_type,enzyme_type_sub,acceptor
P87160,,3.6,,2,0.0,Hydrolases,Glycosylases,
P87161,,3.95,,2,0.2999999999999998,Hydrolases,Glycosylases,
P87219,,6.2,,2,0.0,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P92916,,5.762197398049164,0.6764791927489497,5,0.1643947960983274,Transferases,Glycosyltransferases,
P93184,,7.0,,4,0.0,Oxidoreductases,oxygenases,other
P93243,,5.5,,1,,Lyases,Carbon-carbon,
P93324,,8.75,,4,0.5,Transferases,one-carbon groups,
P93594,,5.290612738213644,2.298879274897017,8,0.5812254764272886,Hydrolases,Glycosylases,
P93648,,8.75,,2,0.0,Hydrolases,peptide bonds (peptidases),
P94135,,7.5,,2,0.0,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
P94248,,5.908892755384435,2.448125237984511,7,0.8177855107688696,Hydrolases,Glycosylases,
P94286,,6.125,,2,1.25,Transferases,Glycosyltransferases,
P94526,,7.0,,2,0.0,Hydrolases,ester bonds,
P94531,,6.500000000000272,1.4969001423138075,4,2.9999999999994564,Hydrolases,Glycosylases,
P94552,,8.0,,2,0.0,Hydrolases,Glycosylases,
P95442,,7.0,,2,0.0,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P95727,,7.5,,2,0.0,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
P95867,,5.0,,2,0.0,Hydrolases,Glycosylases,
P95928,,6.0,,2,0.0,Hydrolases,peptide bonds (peptidases),
P96086,,8.65,,2,0.0,Hydrolases,peptide bonds (peptidases),
P96155,,6.974699863521905,0.806345885366452,7,0.0506002729561902,Hydrolases,Glycosylases,
P96156,,6.750442659320936,0.886945653766292,5,0.0008853186418722,Hydrolases,Glycosylases,
P96463,,6.0,,2,0.0,Hydrolases,Glycosylases,
P97275,,7.539271961842465,0.9160308671666146,4,0.0785439236849283,Transferases,"alkyl or aryl groups, other than methyl groups",
P97325,,6.4,,4,0.0,Transferases,Glycosyltransferases,
P97612,,9.5,,2,0.0,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P9WFF7,,7.75,,2,0.5,Transferases,"alkyl or aryl groups, other than methyl groups",
P9WG43,,7.5,,2,1.0,Isomerases,Intramolecular oxidoreductases,
P9WIB9,,7.5,,2,0.0,Isomerases,Intramolecular transferases,
P9WIC5,,7.5,,2,0.0,Lyases,Carbon-carbon,
P9WIL7,,7.25,,2,0.0,Transferases,one-carbon groups,
P9WIN5,,6.5,,2,0.0,Transferases,Acyltransferases,
P9WKE3,,7.811223740756072,1.3160955393468798,5,1.122447481512145,Transferases,phosphorus-containing groups,
P9WKI7,,8.25,,2,0.0,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P9WKJ1,,9.0,,2,0.0,Hydrolases,ester bonds,
P9WLH5,,4.0,,2,0.0,Hydrolases,ester bonds,
P9WMK9,,8.0,,2,0.0,Transferases,phosphorus-containing groups,
P9WMZ5,,7.0,,2,0.0,Transferases,Glycosyltransferases,
P9WN39,,7.375,,2,0.25,Ligases,carbon-nitrogen bonds,
P9WN45,,7.0,,2,0.0,Transferases,Glycosyltransferases,
P9WND1,,8.5,,2,1.0,Transferases,"alkyl or aryl groups, other than methyl groups",
P9WP79,,8.5,,4,0.0,Ligases,carbon-nitrogen bonds,
P9WQB3,,8.725106517393694,1.571426265621771,4,0.4502130347873887,Transferases,Acyltransferases,
P9WQB5,,7.2,,2,0.0,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
P9WQP7,,9.0,,2,0.0,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q00001,,3.6,,2,0.2000000000000001,Hydrolases,Glycosylases,
Q00012,,4.0,,2,2.0,Hydrolases,Glycosylases,
Q00017,,5.583333333333334,,2,0.833333333333333,Hydrolases,ester bonds,
Q00019,,6.333333333333334,,2,0.666666666666667,Lyases,Carbon-oxygen,
Q00293,,4.2,,2,0.0,Hydrolases,Glycosylases,
Q00511,,8.0,,2,0.0,Oxidoreductases,other nitrogenous compounds as donors,oxygen
Q00924,,9.607738294194466,3.999999855956809,4,0.2154765883889311,Isomerases,Racemases and epimerases,
Q01159,,7.061786019964686,0.4662925108246903,4,0.123572039929372,Transferases,phosphorus-containing groups,
Q01767,,7.25,,2,0.0,Transferases,nitrogenous groups,
Q03084,,7.0,,2,0.0,Transferases,Glycosyltransferases,
Q03460,,8.0,,2,0.0,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
Q03520,,6.5,,2,0.0,Oxidoreductases,Catalysing the reaction X-H + Y-H = X-Y,disulfide
Q04178,,8.5,,2,0.0,Transferases,Glycosyltransferases,
Q05521,,6.625,,2,0.25,Hydrolases,ester bonds,
Q05932,,8.925,0.6369913502157034,4,1.349999999999998,Ligases,carbon-nitrogen bonds,
Q05JY7,,7.137834814909672,0.9582212579660008,5,0.2756696298193439,Hydrolases,Glycosylases,
Q06115,,5.324999999999999,,2,0.4500000000000002,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q06241,,7.8,,2,0.4000000000000003,Hydrolases,peptide bonds (peptidases),
Q06408,,6.75,,2,0.0,Lyases,Carbon-carbon,
Q06509,,7.5,,2,0.0,Transferases,one-carbon groups,
Q06703,,8.0,,2,0.0,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q06892,,8.370656467900833,1.4087590834826067,4,0.2586870641983356,Transferases,phosphorus-containing groups,
Q06902,,3.8749999999999982,1.0616522503579688,6,0.5499999999999958,Hydrolases,peptide bonds (peptidases),
Q06GJ0,,7.0,,2,0.0,Hydrolases,Glycosylases,
Q07560,,9.108510967783516,1.361336426276119,5,0.2170219355670308,Transferases,phosphorus-containing groups,
Q077R2,,6.662685506715945,2.176147386364992,10,0.3253710134318908,Transferases,Glycosyltransferases,
Q07908,,8.0,,2,0.0,Transferases,Acyltransferases,
Q08388,,9.875,,2,0.25,Transferases,one-carbon groups,
Q08415,,9.175,0.7643896202592384,6,0.1500000000000003,Transferases,nitrogenous groups,
Q08548,,7.5,,2,1.0,Transferases,Acyltransferases,
Q08891,,6.0,,2,0.0,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
Q09124,,7.5,,2,0.0,Transferases,phosphorus-containing groups,
Q09328,,6.875,,2,0.75,Transferases,Glycosyltransferases,
Q09790,,7.319574953486168,0.8713195993446289,5,0.5608500930276623,Hydrolases,acid anhydrides,
Q09HN2,,6.65,,2,0.2999999999999998,Hydrolases,Glycosylases,
Q09LY5,,5.75,,2,0.0,Hydrolases,Glycosylases,
Q0C8L3,,5.915611375388158,0.605483234879493,9,0.1687772492236838,Lyases,Carbon-carbon,
Q0CCY5,,7.5,,2,0.0,Transferases,one-carbon groups,
Q0CZR3,,8.724855517314763,0.5520779861514071,5,0.0497110346295279,Transferases,"alkyl or aryl groups, other than methyl groups",
Q0IG34,,8.833333333333332,,2,0.3333333333333339,Transferases,nitrogenous groups,
Q0J998,,7.643599011987733,0.7580025403351781,5,0.287198023975467,Transferases,one-carbon groups,
Q0JL46,,5.85,,2,0.0,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q0K845,,9.0,,2,0.0,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
Q0P8U0,,7.0,,2,0.0,Transferases,"alkyl or aryl groups, other than methyl groups",
Q0QFQ2,,7.583333333333334,,2,0.1666666666666669,Oxidoreductases,oxygenases,other
Q0QLE6,,7.483333333333332,,2,0.0333333333333341,Isomerases,Intramolecular oxidoreductases,
Q0VHD6,,7.75,,4,0.5,Lyases,Carbon-oxygen,
Q108P1,,7.499999999999999,0.5945252602016299,6,1.7763568394002505e-15,Transferases,one-carbon groups,
Q10RZ1,,5.7936315678853685,1.9785602549429695,6,0.087263135770736,Hydrolases,Glycosylases,
Q11204,,6.4,,2,0.0,Transferases,Glycosyltransferases,
Q12062,,5.833333333333333,,4,0.6666666666666661,Lyases,Carbon-oxygen,
Q12168,,6.5,,2,0.0,Hydrolases,Glycosylases,
Q12382,,7.25,,2,0.0,Transferases,phosphorus-containing groups,
Q12567,,2.95,1.019186160344279,4,0.2999999999999998,Hydrolases,peptide bonds (peptidases),
Q12640,,7.5625,,2,0.125,Lyases,Carbon-oxygen,
Q12884,,7.932777607744274,0.7490007396558027,6,1.465555215488549,Hydrolases,peptide bonds (peptidases),
Q12XX4,,8.09530150965707,1.5478972612593644,6,0.1906030193141372,Transferases,Glycosyltransferases,
Q12XX5,,6.118218821024772,1.7430271851777106,6,1.2364376420495438,Hydrolases,ester bonds,
Q13126,,7.399956899269418,1.0191892078376834,6,8.620146116555816e-05,Transferases,Glycosyltransferases,
Q13822,,8.5,,2,0.0,Hydrolases,ester bonds,
Q14894,reduction,6.1,,2,,Oxidoreductases,CH-NH group of donors,NAD+ or NADP+
Q14894,,4.75,,2,0.5,Oxidoreductases,CH-NH group of donors,NAD+ or NADP+
Q16719,,7.95,,2,0.5999999999999996,Hydrolases,carbon-carbon bonds,
Q16790,,6.5,,2,0.0,Lyases,Carbon-oxygen,
Q195N6,,8.1,,4,0.0,Transferases,phosphorus-containing groups,
Q1ARU5,,9.0,,2,0.0,Transferases,Glycosyltransferases,
Q1EPR4,,7.875,,2,0.25,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q1EPR5,,7.625,,2,0.25,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q1GNW5,,8.0,,2,0.0,Oxidoreductases,"paired donors, with molecular oxygen",other
Q1H537,,6.916666666666666,,2,0.1666666666666669,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
Q1K8F6,,8.80509380395861,0.497257420286087,6,0.1898123920827839,Transferases,Acyltransferases,
Q1M0P5,,7.5,,2,0.0,Transferases,"alkyl or aryl groups, other than methyl groups",
Q1M7F4,,8.141478681002813,2.766601784475053,5,0.7170426379943748,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q1MLL4,,9.5,,2,0.0,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q1MW86,,6.625,,2,0.25,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q1PCB0,,9.0,,2,0.0,Oxidoreductases,CH-NH2 group of donors,oxygen
Q1PCB1,,5.75,,2,0.0,Transferases,phosphorus-containing groups,
Q1R183,,8.5,,2,1.0,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q21FJ0,,6.0,,5,0.0,Lyases,Carbon-oxygen,
Q24FB1,,7.0,,2,0.0,Lyases,Carbon-oxygen,
Q26304,,7.75,,2,0.0999999999999996,Oxidoreductases,oxygenases,other
Q27705,,6.375,,2,0.75,Transferases,phosphorus-containing groups,
Q27Z07,,6.725,,2,0.0499999999999998,Transferases,Acyltransferases,
Q28949,,6.15,,2,0.7000000000000002,Hydrolases,Glycosylases,
Q2F5L3,,2.8748497419254275,0.7232509116069186,6,0.2503005161491449,Transferases,one-carbon groups,
Q2FUB2,,8.620328998010132,1.1274653213551855,5,0.2406579960202641,Transferases,phosphorus-containing groups,
Q2G160,,7.4,,2,0.0,Lyases,Carbon-carbon,
Q2PGG3,,8.5,,2,0.0,Isomerases,Racemases and epimerases,
Q2PGY1,,5.240903026294758,2.636991350216034,8,0.4818060525895147,Hydrolases,Glycosylases,
Q2RNU4,,7.550000000000001,,2,0.7000000000000002,Transferases,phosphorus-containing groups,
Q2SYH7,,8.1,,2,0.0,Isomerases,Racemases and epimerases,
Q2TDY4,,7.5,,2,0.0,Oxidoreductases,"paired donors, with molecular oxygen",other
Q2U4L7,,8.5,,2,1.0,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q2UCU3,,4.625,,2,0.25,Hydrolases,Glycosylases,
Q2UIM2,,4.75,,2,1.5,Hydrolases,Glycosylases,
Q2ULB2,,6.064883724712111,0.8112455306185709,6,1.1297674494242225,Hydrolases,Glycosylases,
Q2UPZ7,,7.502500000000015,2.1190578916257024,4,0.0050000000000318,Hydrolases,peptide bonds (peptidases),
Q2UR38,,4.0,,2,0.0,Hydrolases,Glycosylases,
Q2UVH8,,8.375,,2,0.25,Hydrolases,peptide bonds (peptidases),
Q2V0W1,,6.8,,2,0.5999999999999996,Hydrolases,ester bonds,
Q2XSC4,,8.0,,2,0.0,Lyases,Carbon-oxygen,
Q2XSC6,,6.958333333333334,,6,0.083333333333333,Lyases,Carbon-oxygen,
Q31MN3,,6.0,,2,1.0,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
Q38786,,6.200192282342257,1.3589352488587427,6,0.4003845646845132,Hydrolases,Glycosylases,
Q39548,,7.15,,2,0.0,Lyases,Carbon-oxygen,
Q3AEU2,,9.0,,2,0.0,Lyases,Carbon-nitrogen,
Q3C1A6,,8.45,,2,0.0999999999999996,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
Q3C251,,7.0,,2,0.0,Transferases,Acyltransferases,
Q3IZ78,,7.5,0.8493218002880442,5,0.0,Lyases,Carbon-oxygen,
Q3IZ90,,7.25,,2,0.0,Isomerases,Intramolecular transferases,
Q3IZ91,,7.75,,2,0.0,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
Q3LSM4,,8.875,,2,0.25,Transferases,nitrogenous groups,
Q3M5Z3,,8.3,,2,0.4000000000000003,Lyases,Carbon-nitrogen,
Q3MB01,,6.957806140239949,1.515692233493125,5,0.0843877195201017,Transferases,Glycosyltransferases,
Q3MKY2,,7.700399909690098,0.9343154515999263,5,0.5992001806198024,Hydrolases,ester bonds,
Q3MUH7,,6.21875,,4,0.0625,Hydrolases,Glycosylases,
Q3TFD2,,7.775,,4,0.5500000000000007,Transferases,Acyltransferases,
Q3THK7,,7.778127494009432,0.9440372125290148,5,0.3562549880188648,Ligases,carbon-nitrogen bonds,
Q3V5L5,,7.625,,2,0.75,Transferases,Glycosyltransferases,
Q40082,,8.124328693008696,2.9664703404195603,6,0.2486573860173937,Isomerases,Intramolecular oxidoreductases,
Q40251,,5.1,,2,0.2000000000000001,Oxidoreductases,Reducing C-O-C group as acceptor,quinone
Q40316,,6.0,,2,0.0,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q41131,,6.3,,2,0.0,Oxidoreductases,"paired donors, with molecular oxygen",other
Q42521,,5.875,,2,0.25,Lyases,Carbon-carbon,
Q42539,,7.25,,2,0.5,Transferases,one-carbon groups,
Q42563,,7.675000000000001,,2,0.450000000000001,Transferases,Glycosyltransferases,
Q42707,,5.25,,2,0.0,Hydrolases,Glycosylases,
Q42798,,7.5,,2,0.1999999999999993,Oxidoreductases,"paired donors, with molecular oxygen",other
Q43007,,6.0,,2,0.0,Hydrolases,ester bonds,
Q43153,,10.00036347826688,0.7696944149146101,4,0.0007269565337608,Lyases,Carbon-sulfur,
Q43157,,8.240419500885977,3.220373303001369,6,0.5191609982280454,Isomerases,Racemases and epimerases,
Q43316,,8.127669598526765,1.1073244541352756,7,0.0553391970535308,Transferases,"alkyl or aryl groups, other than methyl groups",
Q44493,,6.75,,2,0.0,Isomerases,Racemases and epimerases,
Q45070,,6.375,,2,0.75,Hydrolases,Glycosylases,
Q45071,,5.659035251901406,0.4078070645677614,5,0.1180705038028131,Hydrolases,Glycosylases,
Q45597,,8.0,,2,0.0,Hydrolases,ester bonds,
Q46444,,7.7,,2,0.0,Oxidoreductases,CH-OH group of donors,copper protein
Q46857,,7.5,,2,0.0,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q46920,,7.13576461395875,1.0796000407516468,17,0.4072938418762497,Oxidoreductases,other nitrogenous compounds as donors,NAD+ or NADP+
Q46ZL2,,6.5,,2,0.0,Isomerases,Intramolecular transferases,
Q47317,,7.0,,2,0.0,Transferases,Acyltransferases,
Q47KB1,,3.5,,2,0.0,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
Q47RJ6,,8.0,,2,0.0,Hydrolases,ester bonds,
Q47RJ7,,8.0,,2,0.0,Hydrolases,ester bonds,
Q48296,,8.8,,2,0.0,Transferases,one-carbon groups,
Q49118,,7.0,,2,0.0,Transferases,Acyltransferases,
Q49610,,6.5,,2,0.0,Transferases,Acyltransferases,
Q49SP3,,7.066847442759418,0.8949645347593623,9,0.3663051144811646,Lyases,Carbon-oxygen,
Q4D3W2,,7.0,,2,0.0,Oxidoreductases,CH-CH group of donors,other
Q4DA80,,6.3125,,2,0.125,Isomerases,Racemases and epimerases,
Q4F6N6,,5.625,,2,0.25,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
Q4F867,,8.8,,2,0.0,Oxidoreductases,CH-NH2 group of donors,oxygen
Q4FP21,,7.4505880778217,0.7644998668755435,14,0.0988238443566,Transferases,one-carbon groups,
Q4H4F7,,7.5,,2,0.0,Transferases,Glycosyltransferases,
Q4J6M3,,6.9,,2,0.3999999999999994,Oxidoreductases,aldehyde or oxo group of donors,other
Q4J6M5,,6.9,,2,0.3999999999999994,Oxidoreductases,aldehyde or oxo group of donors,other
Q4J6M6,,6.9,,2,0.3999999999999994,Oxidoreductases,aldehyde or oxo group of donors,other
Q4JC35,,6.5,,2,0.0,Lyases,Carbon-carbon,
Q4JCJ1,,8.149949222597204,1.412074467025252,5,0.29989844519441,Lyases,Carbon-carbon,
Q4JQJ5,,9.477870880023334,1.2363932123972916,4,0.0442582399533328,Transferases,Acyltransferases,
Q4L332,,7.75,,2,1.5,Lyases,Carbon-sulfur,
Q4PNI0,,8.0,,2,0.0,Oxidoreductases,oxygenases,other
Q4QAU9,,8.774999999999999,,2,0.1500000000000003,Lyases,Carbon-oxygen,
Q4QEZ7,,6.0,,2,0.0,Hydrolases,ester bonds,
Q4QR99,,7.300087502167491,0.2991180659472947,4,0.0001750043349817,Transferases,Glycosyltransferases,
Q4QTJ1,,7.072590847110648,1.4644530888597602,6,1.1451816942212956,Lyases,Carbon-oxygen,
Q4QTJ2,,7.072590847345525,1.4644530897692465,6,1.1451816946910514,Lyases,Carbon-oxygen,
Q4QZZ9,,6.916666666666666,,2,0.833333333333333,Oxidoreductases,"paired donors, with molecular oxygen",other
Q4R1C4,,3.981051649986993,0.4570061936104707,5,0.0378967000260139,Hydrolases,Glycosylases,
Q4U3F7,,7.65,,2,0.1000000000000005,Lyases,Carbon-oxygen,
Q4V7C6,,7.826020891738905,1.0618587303819569,6,0.1479582165221922,Ligases,carbon-nitrogen bonds,
Q4VNK0,,7.0,,2,0.0,Transferases,one-carbon groups,
Q4W7T3,,7.0,,2,0.0,Lyases,Nitrogen-oxygen,
Q4WBS1,,4.39,,2,0.7799999999999994,Hydrolases,Glycosylases,
Q4WQS0,,3.5,,2,0.0,Hydrolases,Glycosylases,
Q500Y9,,7.9,,2,0.0,Transferases,phosphorus-containing groups,
Q50497,,7.5,,2,0.0,Oxidoreductases,CH-NH group of donors,oxygen
Q50837,,7.5,,2,0.0,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q50I20,,8.5,,2,0.0,Transferases,Acyltransferases,
Q50L36,,8.0,,2,0.0,Lyases,Carbon-oxygen,
Q51507,,6.8,,2,0.0,Lyases,Carbon-oxygen,
Q51548,,8.125,,2,0.25,Oxidoreductases,"paired donors, with molecular oxygen",other
Q51732,,6.502415400093152,1.5134132328570051,5,0.4048308001863043,Hydrolases,peptide bonds (peptidases),
Q51742,,6.5,,2,0.0,Transferases,one-carbon groups,
Q51782,,8.090414289487406,1.5627214259020583,5,0.5808285789748124,Hydrolases,carbon-phosphorus bonds,
Q52087,,10.0,0.9893470546201673,5,0.0,Hydrolases,halide bonds,
Q52698,,7.6,,2,0.2000000000000001,Hydrolases,ester bonds,
Q52K88,,8.5,,2,0.0,Hydrolases,acid anhydrides,
Q52NW7,,7.0,,2,0.0,Hydrolases,ester bonds,
Q52VH2,,8.25,,2,0.5,Hydrolases,peptide bonds (peptidases),
Q53005,,9.028907586584651,0.7305378907480512,6,0.9421848268306992,Ligases,carbon-sulfur bonds,
Q53353,,8.5,,2,0.0,Oxidoreductases,oxygenases,other
Q53692,,4.82,,2,0.3600000000000003,Oxidoreductases,diphenols and related substances as donors,oxygen
Q53728,,5.5,,2,0.0,Hydrolases,ester bonds,
Q53865,,6.5,,2,0.0,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
Q53IZ1,,5.0,,2,0.0,Lyases,Carbon-carbon,
Q53W83,,6.75,,2,1.5,Transferases,phosphorus-containing groups,
Q54528,,7.5,,2,0.0,Hydrolases,ester bonds,
Q54808,,6.999756715417851,0.5381494939792753,4,0.0004865691642974,Isomerases,Intramolecular lyases,
Q54BK2,,3.0,,2,0.0,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q54RP0,,6.9,,2,0.0,Transferases,Glycosyltransferases,
Q55012,,8.3,,2,0.0,Lyases,Carbon-oxygen,
Q55080,,8.5,,2,0.0,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
Q55215,,6.375,,2,0.75,Isomerases,Intramolecular lyases,
Q55216,,8.0,,2,0.0,Transferases,one-carbon groups,
Q55GH4,,7.533333333333333,,2,0.0666666666666664,Transferases,Glycosyltransferases,
Q56575,,8.25005312618963,0.9252945334332948,5,0.0001062523792612,Lyases,Carbon-carbon,
Q56775,,8.0,,2,0.0,Transferases,Glycosyltransferases,
Q56837,,8.317192147761752,2.428995810369681,6,0.1343842955235015,Lyases,Carbon-sulfur,
Q56F26,,5.405273735793228,0.8226124593381543,5,0.210547471586457,Hydrolases,Glycosylases,
Q56YA5,,9.2,,2,0.0,Transferases,nitrogenous groups,
Q56YN3,,7.9,,2,0.0,Transferases,phosphorus-containing groups,
Q57580,,7.33042594485441,0.9892292927862892,4,0.3391481102911795,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q57600,,6.2414572119645095,1.2196259082089853,5,0.0170855760709809,Ligases,carbon-nitrogen bonds,
Q57645,,8.0,,2,0.0,Transferases,Acyltransferases,
Q57703,,8.5,,2,0.0,Lyases,Carbon-sulfur,
Q57849,,7.073585263213128,0.892127527420208,5,0.1471705264262564,Transferases,phosphorus-containing groups,
Q57851,,8.15,,2,0.3000000000000007,Lyases,Carbon-carbon,
Q57872,,7.5,1.2739827004320683,5,0.0,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q57900,,7.0,,2,0.0,Transferases,phosphorus-containing groups,
Q57U83,,7.8,,2,0.0,Oxidoreductases,CH-CH group of donors,other
Q58043,,7.25,,2,0.0,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q58178,,8.5,,4,0.0,Ligases,carbon-nitrogen bonds,
Q58185,,6.581030190978728,0.6144511186984971,5,0.1620603819574553,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q58247,,7.48234403663279,0.8192904771410824,5,0.0353119267344208,Hydrolases,ester bonds,
Q58249,,8.085494474526223,0.4552693048694021,5,0.0509889490524457,Transferases,phosphorus-containing groups,
Q58272,,7.05,,2,0.0999999999999996,Isomerases,Intramolecular oxidoreductases,
Q58346,,9.6,,2,0.0,Hydrolases,ester bonds,
Q58431,,7.6,,2,0.0,Lyases,Carbon-sulfur,
Q58487,,7.125,0.9893470546199992,4,2.25,Transferases,phosphorus-containing groups,
Q58540,,5.474086765967874,1.419212559575452,5,0.0518264680642532,Hydrolases,ester bonds,
Q58626,,8.5,,2,0.0,Ligases,carbon-carbon bonds,
Q58628,,8.5,,2,0.0,Ligases,carbon-carbon bonds,
Q58761,,9.5,,2,0.0,Transferases,phosphorus-containing groups,
Q58822,,4.9,,2,0.0,Transferases,Glycosyltransferases,
Q58839,,7.081411430577122,1.4630313407280977,8,1.1628228611542442,Hydrolases,ester bonds,
Q588Z2,,8.0,,2,0.0,Hydrolases,carbon-carbon bonds,
Q58936,,9.0,,2,0.0,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q59000,,6.475,0.2972626301007456,4,0.3500000000000005,Isomerases,Intramolecular oxidoreductases,
Q59007,,8.0,,2,0.0,Isomerases,Intramolecular transferases,
Q59104,,9.0,,2,0.0,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q59140,,7.1,,2,0.2000000000000001,Hydrolases,Glycosylases,
Q59196,,8.769038944119597,0.4570012807344851,4,0.4619221117608081,Transferases,nitrogenous groups,
Q59327,,8.416666666666668,,2,0.8333333333333339,Oxidoreductases,CH-CH group of donors,other
Q59544,,6.0,,2,0.0,Hydrolases,ester bonds,
Q59971,,7.5,,2,0.0,Oxidoreductases,"paired donors, with molecular oxygen",other
Q59RA2,,8.75,,2,0.0,Transferases,phosphorus-containing groups,
Q5AQQ0,,7.75,,2,0.5,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q5ATH9,,4.616666666666667,,2,0.4333333333333327,Hydrolases,Glycosylases,
Q5AUX2,,5.45,,2,0.0999999999999996,Hydrolases,Glycosylases,
Q5AVY9,,9.25,,2,0.5,Hydrolases,ester bonds,
Q5AZ53,,5.62366256973638,3.904389286708698,5,0.2473251394727595,Hydrolases,Glycosylases,
Q5B2E8,,5.383333333333333,,2,0.2333333333333334,Hydrolases,Glycosylases,
Q5B2G3,,6.364047645774157,1.3827768240582794,4,0.5280952915483157,Hydrolases,ester bonds,
Q5B7X2,,5.623662569840736,3.904389289391223,5,0.2473251396814717,Hydrolases,Glycosylases,
Q5BAS1,,4.966666666666667,,2,0.2666666666666666,Hydrolases,Glycosylases,
Q5FB93,,7.575,,2,1.1500000000000004,Oxidoreductases,CH-NH group of donors,NAD+ or NADP+
Q5FC15,,5.5,,2,0.0,Transferases,Glycosyltransferases,
Q5GHF7,,7.5,,2,0.0,Transferases,"alkyl or aryl groups, other than methyl groups",
Q5GJ59,,8.0,,2,0.0,Lyases,Carbon-oxygen,
Q5H873,,7.749680753835546,0.84877951483627,5,0.5006384923289087,Transferases,Acyltransferases,
Q5JDJ7,,7.0,,2,0.0,Transferases,Glycosyltransferases,
Q5JDU3,,8.25,,2,0.0,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q5JGC2,,6.4,,2,0.0,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q5JGP4,,8.0,0.5919959091965822,5,0.0,Oxidoreductases,NADH or NADPH,oxygen
Q5JHF1,,7.5,,2,0.0,Transferases,phosphorus-containing groups,
Q5JIY7,,8.0,0.9893470546201673,8,0.0,Transferases,phosphorus-containing groups,
Q5JIZ8,,6.5,,2,0.0,Ligases,carbon-nitrogen bonds,
Q5KSN4,,7.0,,2,0.0,Lyases,Carbon-oxygen,
Q5KSN5,,5.951174891665071,3.418247930449536,5,0.9023497833301404,Isomerases,Intramolecular lyases,
Q5L2C2,,8.5,,2,0.0,Oxidoreductases,CH-NH2 group of donors,oxygen
Q5LH66,,7.5,,2,0.0,Isomerases,Racemases and epimerases,
Q5LH68,,7.0,,2,0.0,Transferases,Glycosyltransferases,
Q5LL69,,8.9,,2,0.0,Lyases,Carbon-sulfur,
Q5LRT0,,7.375,,2,0.25,Ligases,carbon-sulfur bonds,
Q5LS57,,7.450249959252131,1.1890807610319882,26,0.099500081495738,Transferases,one-carbon groups,
Q5LSN8,,8.375,,2,0.75,Transferases,phosphorus-containing groups,
Q5LU04,,8.875,,2,0.25,Transferases,phosphorus-containing groups,
Q5LW89,,8.0,,2,0.0,Lyases,Carbon-sulfur,
Q5NTH0,,7.998188984985136,0.3789853794635944,5,0.003622030029728,Transferases,Glycosyltransferases,
Q5PWZ8,,8.163273826675265,0.6540536087347132,4,0.3265476533505325,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q5S260,,7.044056516379541,1.2824943322910705,5,0.0881130327590833,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q5SHZ8,,5.997036522623531,3.25475189845669,4,0.0059269547529385,Transferases,Acyltransferases,
